Price,Close,High,Low,Open,Volume
Ticker,VOO,VOO,VOO,VOO,VOO
Date,,,,,
2011-01-24,91.54854583740234,91.5795320177954,90.94420891927096,90.95970792060453,455900
2011-01-25,91.5176010131836,91.5795793171175,90.80479436211266,91.26967006402765,226550
2011-01-26,91.9979476928711,92.15290820325335,91.61055528362404,91.76551579400629,109250
2011-01-27,92.12191009521484,92.27686468435564,91.79650191133594,91.95145650047675,297250
2011-01-28,90.49488067626953,92.36985875686473,90.40190435821282,92.26138934136846,891400
2011-01-31,91.19217681884766,91.26966003474588,90.6033445737694,90.82028339154976,140550
2011-02-01,92.6177749633789,92.80372165877843,91.71902176519329,91.79650497348705,147400
2011-02-02,92.46281433105469,92.71075113943232,92.3853370340061,92.3853370340061,91000
2011-02-03,92.69526672363281,92.81923514733434,91.81201239374869,92.3543594695934,72250
2011-02-04,92.94319152832031,92.9896767285718,92.30786817661252,92.74174580866485,97050
2011-02-07,93.53203582763672,93.84195097567599,93.17563547629048,93.20662758220838,118050
2011-02-08,93.96590423583984,93.98140324284257,93.43905030939177,93.65598911831641,153500
2011-02-09,93.73347473144531,93.96590664218576,93.33058329500557,93.73347473144531,139650
2011-02-10,93.76444244384766,93.8729177408476,93.09813303547041,93.28407970964224,125200
2011-02-11,94.35327911376953,94.46174849806634,93.40804084106469,93.43903293816922,149200
2011-02-14,94.58573150634766,94.6322167036205,94.19833909936996,94.3068085004326,92200
2011-02-15,94.24481964111328,94.4152732375456,94.04337394431703,94.30680384184117,82150
2011-02-16,94.84915924072266,94.98862074917191,94.50825792873279,94.60122832693945,94300
2011-02-17,95.20556640625,95.26755061693801,94.49276571675686,94.57024302454704,158250
2011-02-18,95.36051177978516,95.4689811756831,95.05059668673157,95.26753547852746,120800
2011-02-22,93.4080581665039,94.81816633504909,93.16012725481923,94.27581931296986,288400
2011-02-23,92.88121795654297,93.56303249771739,92.27688663951297,93.36158675499402,276000
2011-02-24,92.78825378417969,93.09816896817485,91.93599146154834,92.71077646596602,241300
2011-02-25,93.79544830322266,93.84193941194052,93.1291328859443,93.23760228772088,106350
2011-02-28,94.35327911376953,94.47724750218767,93.87291638649457,94.16733244228045,208350
2011-03-01,92.74174499511719,94.75619035172198,92.74174499511719,94.74069134434785,235350
2011-03-02,93.00517272949219,93.40805824463959,92.58678820733572,92.67976451597245,176350
2011-03-03,94.60123443603516,94.70970384837376,93.81095644454815,93.81095644454815,136450
2011-03-04,93.90392303466797,94.57023848976412,93.28409869092835,94.57023848976412,168250
2011-03-07,93.08263397216797,94.32228831775866,92.6642495221927,94.21381893196562,155200
2011-03-08,93.95039367675781,94.2293166395696,92.94317120981097,93.29957145981757,106350
2011-03-09,93.8419189453125,94.04335869831327,93.36155033425528,93.7954278467342,116450
2011-03-10,92.12191009521484,92.88119585759894,92.01344070058855,92.88119585759894,267850
2011-03-11,92.74174499511719,93.08265222367604,91.73452822795414,91.73452822795414,134350
2011-03-14,92.19939422607422,92.40083993580477,91.47109459860626,92.16840212372036,146100
2011-03-15,91.17668914794922,91.61056680932842,89.58063411261305,89.7355887313514,346800
2011-03-16,89.44114685058594,91.08368661660106,88.82131673173693,90.85125475538625,339900
2011-03-17,90.5568618774414,90.95975335745081,90.06099998753753,90.7583076174461,176200
2011-03-18,90.94425201416016,91.73453594481946,90.7583052880038,91.73453594481946,127700
2011-03-21,92.32337188720703,92.49381960052516,91.95147253283181,92.07543504353042,136100
2011-03-22,91.9979476928711,92.43183121080234,91.96695559079464,92.338854904573,137800
2011-03-23,92.29236602783203,92.52479791743103,91.37811974200946,91.82749042635639,204150
2011-03-24,93.16011047363281,93.26857985850977,92.35433367801961,92.83470231900195,110800
2011-03-25,93.43719482421875,93.84189032233122,93.21928460413119,93.40606394454792,134300
2011-03-28,93.23483276367188,93.88856328195486,93.20370189076218,93.68621557684527,166150
2011-03-29,93.84185028076172,93.87298114714925,92.84568630678342,93.1569830954474,110950
2011-03-30,94.48005676269531,94.7446603285871,94.26214654664138,94.35553324631702,105550
2011-03-31,94.35552215576172,94.60456322163793,94.24656706054134,94.40222143771857,127500
2011-04-01,94.79132843017578,95.21158031567165,94.55784988258374,95.0403694433911,70400
2011-04-04,94.83804321289062,95.14934603421445,94.57343373660277,95.02482253064194,78800
2011-04-05,94.83804321289062,95.19603937925042,94.60456461249589,94.60456461249589,204950
2011-04-06,95.11822509765625,95.33613531407111,94.77579136465684,95.32057284330209,142900
2011-04-07,94.94700622558594,95.33613330028096,94.44892404498495,94.99369957451479,107150
2011-04-08,94.58900451660156,95.35169021349299,94.18430905744451,95.3361277439597,86850
2011-04-11,94.26215362548828,94.96257767608802,94.10649921832616,94.69797409032518,139650
2011-04-12,93.5772705078125,93.857442456385,93.23484274436308,93.7796182345832,104800
2011-04-13,93.6083984375,94.09091809765471,93.23483980956703,94.04421881595759,185100
2011-04-14,93.62397766113281,93.77962611782043,92.73676839527576,93.06363371688457,78450
2011-04-15,93.95085906982422,94.1999002057322,93.56173192386743,93.77964217558579,79700
2011-04-18,92.92350769042969,93.07915608004899,92.1763847325672,92.84568349562004,151650
2011-04-19,93.49945068359375,93.49945068359375,92.86128253463183,93.094761148626,78900
2011-04-20,94.76025390625,94.93147081794312,94.54234363231681,94.62016788192015,173250
2011-04-21,95.18046569824219,95.2427215050875,94.90029378581457,95.2427215050875,197850
2011-04-25,95.08712768554688,95.2583446123084,94.80695561222987,95.19608283210236,99000
2011-04-26,95.91206359863281,96.1144113904064,95.35171952148094,95.4295497058927,85050
2011-04-27,96.53462219238281,96.69027060979404,95.72523735911008,96.16105767794674,72850
2011-04-28,96.84593963623047,96.9704572015016,96.39455084470683,96.42568172042647,66050
2011-04-29,97.12610626220703,97.18836207263023,96.83036592786668,96.89262767589697,99000
2011-05-02,96.908203125,97.62420144804251,96.75255467168216,97.62420144804251,131000
2011-05-03,96.59686279296875,96.90815955966005,96.11434330442887,96.78364204050457,66500
2011-05-04,95.94316864013672,96.58133679218405,95.55404157333693,96.58133679218405,107000
2011-05-05,95.10263061523438,96.0054080501359,94.66681030189238,95.42950178784733,98950
2011-05-06,95.55400848388672,96.50347914810271,95.16488155183792,96.0987897513185,138550
2011-05-09,95.94316864013672,96.17664725525972,95.39839312166016,95.56960998106932,66000
2011-05-10,96.73697662353516,96.87706258400587,96.12993350309074,96.23889452799637,175550
2011-05-11,95.7096939086914,96.59690312694677,95.27386756565517,96.59690312694677,174400
2011-05-12,96.22335052490234,96.30117475876524,94.96257656093289,95.47622719212326,113500
2011-05-13,95.38280487060547,96.27001392332645,95.10263296578762,96.20775811817205,126400
2011-05-16,94.79132843017578,95.74079321095498,94.65124248914178,95.10262524349034,113500
2011-05-17,94.7757797241211,94.83804147476626,94.1064807487039,94.44891443964498,142400
2011-05-18,95.66302490234375,95.70972420171165,94.69799115447793,94.86920806440452,70550
2011-05-19,95.78754425048828,96.08327875800641,95.44511044564989,95.98988610097523,266650
2011-05-20,95.14934539794922,95.72525175410236,94.94699767480073,95.61629665800874,95450
2011-05-23,94.01309204101562,94.29326397529367,93.70178923208368,93.93526188557723,136200
2011-05-24,93.93527221679688,94.44892279866816,93.79518623425088,94.29327434588721,89650
2011-05-25,94.2465591430664,94.55786193366156,93.51500441341568,93.51500441341568,62300
2011-05-26,94.6201400756836,94.79135693706083,93.81075505492353,93.99753438660419,60450
2011-05-27,95.0403823852539,95.25829255928987,94.83803467896041,94.93142729823593,47600
2011-05-31,95.98987579345703,96.00544420342847,95.27388331259672,95.95875084873153,172500
2011-06-01,93.85745239257812,95.75639448113216,93.81075904207538,95.75639448113216,222000
2011-06-02,93.74849700927734,94.10649321650556,93.25041481334173,93.93527634835117,211800
2011-06-03,92.84571838378906,93.5305798681086,92.61223977402156,92.61223977402156,148450
2011-06-06,91.8650894165039,92.75229837154075,91.78726521542463,92.65890576768204,113250
2011-06-07,91.7406005859375,92.56555405417687,91.72503811488764,92.23868278604783,203700
2011-06-08,91.36705017089844,91.89626329859611,91.25809505086734,91.60052288341849,87600
2011-06-09,92.0674819946289,92.44104071705232,91.41374532397467,91.66278645145988,43350
2011-06-10,90.77557373046875,91.72504484964493,90.58879437611547,91.7094764398438,106750
2011-06-13,90.83782196044922,91.22694902098054,90.41756402256246,90.9779079397448,77900
2011-06-14,92.00520324707031,92.34763696076325,91.69390041076834,91.69390041076834,75400
2011-06-15,90.40200805664062,91.49155915442965,90.1996603080763,91.27364893487184,79700
2011-06-16,90.57319641113281,90.97789180738441,89.91946591541254,90.43311045667751,66050
2011-06-17,90.82222747802734,91.44483297117134,90.57318646829094,91.42927050576546,58800
2011-06-20,91.33590698242188,91.49155543646428,90.52652195866395,90.54208442902502,53700
2011-06-21,92.58112335205078,92.73677776206814,91.7094764687794,91.7873066425924,132450
2011-06-22,92.03633880615234,92.81459296769151,91.98963951888652,92.34764165828962,106050
2011-06-23,91.72503662109375,91.75616750029468,90.27748339509479,90.93121404549015,260750
2011-06-24,90.7162094116211,91.77977924066062,90.5598045406002,91.74849707316376,114500
2011-06-27,91.48260498046875,91.82669688015784,90.57544004841749,90.77877114809505,77850
2011-06-28,92.65567016601562,92.68694636979504,91.77978729859448,91.87363380932443,59500
2011-06-29,93.48460388183594,93.60972656567783,92.79641420454946,93.14050605996148,125350
2011-06-30,94.37614440917969,94.50126711924106,93.70359268901665,93.79743919641045,124850
2011-07-01,95.79944610595703,95.87764854213859,94.26665568423732,94.42306055660046,139550
2011-07-05,95.64302825927734,95.87763553599672,95.40841501609533,95.72123068485047,91850
2011-07-06,95.78380584716797,95.9089285489466,95.22073877300588,95.47099014302644,94850
2011-07-07,96.83171844482422,97.0506876180482,96.48762062035082,96.64403143441258,195400
2011-07-08,96.17481994628906,96.17481994628906,95.42405990129676,95.72123749265793,105600
2011-07-11,94.39176940917969,95.28329022305712,94.18844428774298,94.97048050808901,92750
2011-07-12,93.969482421875,94.95484384042757,93.969482421875,94.20408972637942,132400
2011-07-13,94.29792785644531,95.26765108852584,94.09459677075554,94.48561487667898,129700
2011-07-14,93.68795013427734,94.92356294067795,93.46897496076733,94.56382696246376,55900
2011-07-15,94.20408630371094,94.29793280198103,93.5628168150231,94.20408630371094,40350
2011-07-18,93.40644836425781,93.86002503322611,92.71825237491962,93.79746664312164,94000
2011-07-19,94.92356872558594,95.0017771326946,93.90692506427482,93.953845335369,233300
2011-07-20,94.92356872558594,95.23638445462927,94.75152574275269,95.2207463530858,90750
2011-07-21,96.19044494628906,96.37813194874556,95.23635990356996,95.40840880851435,234250
2011-07-22,96.2686767578125,96.3468792021729,95.72125368082563,96.1904743134521,90250
2011-07-25,95.72122192382812,96.19044240078344,95.25200144687281,95.31455980172801,183650
2011-07-26,95.31454467773438,95.79940914131437,95.15813986572076,95.65864242391767,138850
2011-07-27,93.42204284667969,94.81406631479409,93.29692015843142,94.78278415111636,470300
2011-07-28,93.1561508178711,94.2197204875246,93.0310221666354,93.3907580892443,169150
2011-07-29,92.43668365478516,93.34384858136082,91.8423403923354,92.24899662277276,194600
2011-08-01,92.10823059082031,93.70358529179103,91.24799189024303,93.67230312512926,435950
2011-08-02,89.80904388427734,91.88926326115569,89.76212361656118,91.46696295232032,258400
2011-08-03,90.26262664794922,90.35647315014381,88.35446216836596,89.90289067256496,380550
2011-08-04,86.03963470458984,89.12085976491755,85.8988679260352,89.05829542634577,504200
2011-08-05,85.8519515991211,87.32218379077756,83.63097117597093,87.10320859571723,538450
2011-08-08,80.3464126586914,84.64761256925357,80.19000777580194,82.91149092344699,790300
2011-08-09,83.94376373291016,83.99068996260166,78.9230927077014,81.64458133776063,579800
2011-08-10,80.29948425292969,83.13045769158163,80.14307938588375,82.4735441237696,403100
2011-08-11,83.81867218017578,85.00736503310908,80.7530905368265,81.11282661029928,919300
2011-08-12,84.49117279052734,85.24192665796154,83.92810589833634,84.83527055052437,307200
2011-08-15,86.2273178100586,86.33680240674411,85.13246587674034,85.3201529044208,225950
2011-08-16,85.4922103881836,86.3055288781431,84.64760972940293,85.41400794936249,263800
2011-08-17,85.58605194091797,86.64962175342366,84.92913836662291,86.02399034613914,160550
2011-08-18,82.03557586669922,83.44323705719563,81.12841126189083,83.34939655770583,524000
2011-08-19,80.47152709960938,82.75507139794446,80.42460086987457,80.83126303977481,1438400
2011-08-22,80.53407287597656,82.41095457204186,80.37766209033019,82.36403431957865,246400
2011-08-23,83.31816101074219,83.34944318355845,80.54975136437906,80.9564076780617,301950
2011-08-24,84.45992279052734,84.52248712824938,82.94277041631803,83.14610153068281,151000
2011-08-25,83.19300842285156,85.38271215929731,82.5986652094568,85.02297622493859,294150
2011-08-26,84.28787231445312,84.67889046841994,81.34741412601286,82.62995916017047,197500
2011-08-29,86.74345397949219,86.77473614350646,85.42963292320634,85.50783535001067,159000
2011-08-30,86.8998794555664,87.52550494197787,85.75810712556336,86.41501478126496,129900
2011-08-31,87.33779907226562,88.29188414739569,86.74344991675696,87.57241230815292,214950
2011-09-01,86.49319458007812,88.21367764188503,86.44627432165701,87.38471528885195,274900
2011-09-02,84.25658416748047,85.11682285187393,83.99069470555251,84.71016662584792,150350
2011-09-06,83.6778793334961,83.7873639319425,81.83227329330941,81.89483762569682,197950
2011-09-07,86.03963470458984,86.05527877246466,84.69453722407876,85.02299105188506,199700
2011-09-08,85.13245391845703,86.47755702189458,84.99168717585397,85.50782792109037,115650
2011-09-09,82.89583587646484,84.41298798950969,82.45789752072514,84.19401881163984,174200
2011-09-12,83.49020385742188,83.49020385742188,81.61331539128955,81.87920489103912,161350
2011-09-13,84.1783447265625,84.50679837623248,83.1929778110921,83.75604461993234,193500
2011-09-14,85.3670654296875,86.38370880231595,83.49017755484611,84.66323173081423,459000
2011-09-15,86.83731079101562,86.88423105938153,85.57040984696519,86.28988180540514,128700
2011-09-16,87.35343933105469,87.63497283449837,86.57140314736945,87.15011421914959,79000
2011-09-19,86.54009246826172,86.88418419478394,85.382676752341,85.91446138401373,82150
2011-09-20,86.39936828613281,87.69754537000459,86.36808611988175,86.89987101322352,154550
2011-09-21,83.78736114501953,86.69653687317509,83.78736114501953,86.49320578291074,139000
2011-09-22,81.15972137451172,82.11380655772123,80.06486942711614,81.48817516879146,420500
2011-09-23,81.5372085571289,82.04052417785229,80.57776128012638,80.6878611971599,329200
2011-09-26,83.5190200805664,83.62912000684996,81.25409959702422,82.35510485985573,193850
2011-09-27,84.47846984863281,85.94123291099012,84.03807013093251,85.28063333443967,617550
2011-09-28,82.79548645019531,85.12332238230628,82.63820258991545,84.69864875955706,197300
2011-09-29,83.39317321777344,84.50990418957069,81.91468457905573,84.19533047920675,119300
2011-09-30,81.41138458251953,82.95279557113406,81.30128465476079,82.22927404586738,183300
2011-10-03,78.91053009033203,81.85178808093936,78.91053009033203,80.86088275790068,333100
2011-10-04,80.64069366455078,80.86089354348708,77.2590355237527,77.96682513461703,285650
2011-10-05,82.24500274658203,82.43374461519268,80.21600815903108,80.90806567726734,281000
2011-10-06,83.83357238769531,83.84930437313079,81.60011045541262,82.1977939020831,583800
2011-10-07,83.18872833251953,84.27400771065003,82.71687060289594,84.27400771065003,627150
2011-10-10,86.00414276123047,86.00414276123047,84.66721171318476,84.73012166839007,168200
2011-10-11,85.9726791381836,86.28725289353642,85.40644757854757,85.53227948068682,663200
2011-10-12,86.75908660888672,87.76571754851223,86.50742887398034,86.72762864202421,509150
2011-10-13,86.63329315185547,86.85349300227843,85.64238782495629,86.27152939759387,364000
2011-10-14,88.0645980834961,88.12750804069405,87.23097665066705,87.68710834032876,423450
2011-10-17,86.4130630493164,87.7657257508519,86.22432123049576,87.67135784143869,309650
2011-10-18,88.14324188232422,88.74092548823863,85.72103147942045,86.3816310438509,259100
2011-10-19,87.04222106933594,88.45779988325519,86.82202125383627,87.9544783049767,107900
2011-10-20,87.43544006347656,87.67137187476303,86.19287705735887,87.29388217670372,68200
2011-10-21,89.11841583251953,89.19705778119003,88.26906838688757,88.47354225342772,87200
2011-10-24,90.25086212158203,90.40814598934561,89.21277299435553,89.3071409150157,138550
2011-10-25,88.50501251220703,89.79475984933204,88.26908063346593,89.79475984933204,102400
2011-10-26,89.35433959960938,89.70036534247308,87.923034663231,89.46443951779267,1922200
2011-10-27,92.4371566772461,93.03484628073917,91.06876758503459,91.83946707375301,309200
2011-10-28,92.53153228759766,92.6259002267002,91.91811068345059,92.04394260224879,693650
2011-10-31,90.15650177001953,91.49343284721093,90.15650177001953,91.43052289063415,153450
2011-11-01,87.7657470703125,88.78811033725884,87.41972131841945,87.71856310414428,307150
2011-11-02,89.14985656738281,89.46443030121165,88.33196725942577,89.07121463392433,122650
2011-11-03,90.80133819580078,90.97435400563063,88.89817628765928,90.15646490461262,173650
2011-11-04,90.2823257446289,90.36096768343178,89.19704658916507,90.01493595270472,147450
2011-11-07,90.80133819580078,90.8485221439386,89.3700337690176,90.15646490461262,79500
2011-11-08,91.88664245605469,92.0282003489173,90.45533753933064,91.30468489650634,135700
2011-11-09,88.5678939819336,90.21939848985569,88.39487813824749,89.8419088309047,246850
2011-11-10,89.37004852294922,89.81044811158927,88.56789127221279,89.7318061850456,121800
2011-11-11,91.11593627929688,91.30467812244544,90.45533082828436,90.4710628152105,132650
2011-11-14,90.23513793945312,90.81710150050263,89.82619624790054,90.76991153609603,359550
2011-11-15,90.70700073242188,91.16313241427282,89.74755940162633,90.06212718221724,402200
2011-11-16,89.24424743652344,90.80137841470965,89.11841551909632,89.81047306495729,91900
2011-11-17,87.81291198730469,89.29140050545246,87.23094857059213,89.07120072615322,989950
2011-11-18,87.68709564208984,88.22186920080374,87.37252190167078,88.0960373046381,188150
2011-11-21,86.1142349243164,86.55463457105418,85.312077567759,86.42880867198417,236700
2011-11-22,85.65809631347656,86.35015970197719,85.23342268871336,85.87829611891051,263300
2011-11-23,83.84931182861328,84.95031090721476,83.83357984177898,84.93458492037544,249100
2011-11-25,83.59766387939453,84.60429515545945,83.59766387939453,83.67630582283792,75650
2011-11-28,86.09852600097656,86.36590983949066,85.43792039994793,85.92551010546914,155550
2011-11-29,86.35017395019531,86.90067355461541,86.03560017624281,86.31871597280049,134950
2011-11-30,89.88909149169922,90.03064935231583,88.56788679260883,88.78808657579154,424450
2011-12-01,89.82622528076172,90.31380907059066,89.51165141635754,89.7633093078814,107350
2011-12-02,89.77902221679688,90.9743954474357,89.76329022692224,90.75419558915982,127300
2011-12-05,90.75418853759766,91.44624603840586,90.21941492333815,91.22604619723941,194500
2011-12-06,90.83280181884766,91.38330124805529,90.45531221025259,90.73842791670045,67600
2011-12-07,91.13168334960938,91.47771514209897,89.93631006645795,90.51826771746612,86600
2011-12-08,89.16559600830078,90.64409098038846,88.92967017232642,90.45534311161397,93450
2011-12-09,90.67552947998047,90.8642713082144,89.49588255352796,89.55879249627624,882200
2011-12-12,89.37004852294922,89.87336405282197,88.59934924282913,89.87336405282197,127200
2011-12-13,88.52073669433594,90.25088976973856,88.08033692968647,89.82621599668511,162800
2011-12-14,87.52978515625,88.47350009055192,87.37249533387086,88.15892644578688,945150
2011-12-15,87.86012268066406,88.56791218668361,87.73429076848467,88.4892642415736,82550
2011-12-16,87.92304229736328,88.94539962640476,87.79721037994497,88.48926792575749,1480000
2011-12-19,87.0264663696289,88.47349667977255,86.85345057167848,88.30048088182212,454150
2011-12-20,89.62174224853516,89.77903216472933,88.34772092734794,88.34772092734794,143850
2011-12-21,89.88909149169922,89.95200142975564,88.88245448287323,89.57451780144072,182650
2011-12-22,90.73846435546875,90.73846435546875,90.0464067951206,90.20369069520095,1439800
2011-12-23,91.45520782470703,91.51850007541671,90.79065729989904,90.94888189079201,256450
2011-12-27,91.55016326904297,93.35395049939173,91.26535412363185,91.28117417131809,388650
2011-12-28,90.42675018310547,91.55016064903117,90.26851953135962,91.55016064903117,180300
2011-12-29,91.2495346069336,93.4805417518382,90.6008039592289,90.679922311001,259100
